Price,Close,High,Low,Open,Volume,Return,Volatility
Ticker,SPY,SPY,SPY,SPY,SPY,,
Date,,,,,,,
2018-01-31,249.53158569335938,250.7708290580792,248.45166782978654,250.2662983044471,108364800,0.000496843687445292,0.005495302873237326
2018-02-01,249.248291015625,250.55836355848294,248.4516365965594,248.7968688191242,90102500,-0.0011353058850133158,0.005468125675345326
2018-02-02,243.82217407226562,248.05332180427212,243.78675940545853,247.92052355711448,173174800,-0.021769926370404757,0.007594868293870241
2018-02-05,233.62493896484375,244.17626881288984,233.07613312454137,242.05184778026043,294681800,-0.041822427128385575,0.012039153856658321
2018-02-06,238.22781372070312,238.73237135526546,228.99541931207435,230.0930307162684,355026800,0.019701983770457066,0.012943827689304091
2018-02-07,236.93548583984375,241.0869436819731,236.85579608877313,237.67017131776484,167376100,-0.005424756499568528,0.012962183409193027
2018-02-08,228.04827880859375,237.37805702441392,228.0128641455726,237.23642538580214,246449500,-0.03750897422455879,0.015298624991582032
2018-02-09,231.47396850585938,233.341680486033,223.8791422204989,230.8543333105857,283565300,0.015021773964542406,0.015665008232743426
2018-02-12,234.87301635742188,236.35127480523568,231.61556933901875,233.53638956433988,143736000,0.014684363315248916,0.01601757359263992
2018-02-13,235.4572296142578,236.0060353761651,233.07609983038898,233.66032025826695,81223600,0.0024873579174666816,0.01604814100590045
2018-02-14,238.63502502441406,238.99795108063518,233.9524279746534,233.9612883949318,120735700,0.013496274526640484,0.016220291007949333
2018-02-15,241.68003845214844,241.6888988724391,237.90917324112442,240.38768672310522,111200300,0.012760127845536706,0.016539294512289696
2018-02-16,241.75083923339844,243.70710116181584,241.00729329758568,241.05156838528038,160420100,0.00029295254048888886,0.016491789072561824
2018-02-20,240.23719787597656,242.2465683386717,239.44054342992172,240.794864092258,86369700,-0.006261162783226304,0.016377408879453565
2018-02-21,239.04214477539062,243.17593509702294,238.94478822838153,240.67972835925278,98883700,-0.0049744715271067275,0.01636238819245684
2018-02-22,239.3520050048828,241.69772011838631,238.67928843355122,239.97164009757057,110511300,0.001296257736405959,0.016376869416296007
2018-02-23,243.1671142578125,243.1671142578125,240.10440753560135,240.5824109705972,92766400,0.015939324397352905,0.016866724442902395
2018-02-26,245.9907989501953,246.08818251313699,243.65394461471868,244.24699835697137,86491400,0.011612115811799661,0.016868119832511522
2018-02-27,242.91928100585938,246.89374677809894,242.85731209095127,246.1767280734754,99099200,-0.012486312323241822,0.017013890987032626
2018-02-28,240.45846557617188,244.4771790418185,240.139814638526,244.02572986667963,121907800,-0.01013017747911149,0.017010555813283576
2018-03-01,236.96202087402344,241.80394274303987,235.45720836106364,240.2460217426554,176855100,-0.014540742800510098,0.017239776687370086
2018-03-02,238.18357849121094,238.75010512588764,234.4127402563666,235.28019702218475,139083200,0.005155077647809758,0.017321979587172933
2018-03-05,240.9364471435547,241.55608215074247,236.88231938138142,236.9885633644344,97307400,0.011557760068019673,0.016931178192526628
2018-03-06,241.5472869873047,241.9987362434591,240.04247414244256,241.91904648127291,79213200,0.0025352737246351342,0.013852839681848183
2018-03-07,241.45867919921875,241.8127447405527,239.1749334961659,239.36967359591995,87063500,-0.0003668341267297759,0.013196134072801591
2018-03-08,242.62718200683594,242.75109282201214,241.14009014386463,242.14031812588533,66901200,0.00483934895814242,0.013142537677797756
2018-03-09,246.8494110107422,246.8494110107422,243.7247359478266,244.04341385082057,113625300,0.017402126872113177,0.009966849289385236
2018-03-12,246.5395965576172,247.77000609428472,246.15011634554043,247.1415377121259,71924800,-0.0012550747107575866,0.009681329549781887
2018-03-13,244.9462432861328,248.21254941417536,244.3354688385499,247.7079919116564,91968900,-0.006462869631215673,0.009514661933241426
2018-03-14,243.6894073486328,246.09709174693057,243.1317680950334,245.91121199573078,105895100,-0.005131068436235786,0.009651741608908864
2018-03-15,243.42384338378906,244.84896637313068,242.91928566154093,244.2028040047735,83433000,-0.0010897640883660298,0.009261758553906424
2018-03-16,243.68777465820312,244.74535683863414,243.63445346605235,243.954380618957,100343700,0.0010842457778383885,0.008842246909983439
2018-03-19,240.39059448242188,243.86550349457602,238.72868737262303,242.9323555080929,109208400,-0.013530347102581941,0.009379189347580197
2018-03-20,240.79940795898438,241.43928933881094,240.11507417456596,240.79051205373355,59757300,0.0017006217628552367,0.009278618833758795
2018-03-21,240.3373260498047,242.86129581767798,240.12404123388228,240.75502689543302,78709600,-0.001918949523573521,0.009214601998495971
2018-03-22,234.32952880859375,238.9508706262018,234.05399981664527,238.09770441892513,148785900,-0.024997354093745483,0.010805011025939582
2018-03-23,229.3348846435547,235.10271347863127,229.13936456233742,234.77389041514425,183534800,-0.021314617028564187,0.010940642981699604
2018-03-26,235.6092071533203,235.8936048603416,230.54350521508673,232.96083148145155,141956100,0.027358779365457275,0.01249380248166897
2018-03-27,231.6011199951172,237.0845233676225,230.0369595063443,236.55131149341534,129941400,-0.017011589685435813,0.01273091588160994
2018-03-28,230.9167938232422,233.4141294174248,229.80589051263155,231.7344305933833,146452300,-0.0029547619281350412,0.012599236014059873
2018-03-29,233.86732482910156,235.7425434424715,230.92565546876068,232.06321920519167,111601600,0.012777463938451694,0.012642804262873822
2018-04-02,228.81939697265625,233.84956988090397,226.3309711102754,233.33409561165846,186286300,-0.021584579462454068,0.013395718133968042
2018-04-03,231.752197265625,232.23211509398098,228.25952373637787,230.06362964338052,119956900,0.012817096503926262,0.013465175279877756
2018-04-04,234.2317657470703,234.94273309818178,228.04626300306973,228.1795659911949,123715300,0.01069922318192007,0.013726485736727042
2018-04-05,236.08033752441406,236.96906032409038,234.90721691964114,236.0003286053758,82652600,0.00789206268179643,0.013884015348866073
2018-04-06,230.81906127929688,235.60926254045447,229.29045714678506,234.10734612580416,179521200,-0.022285956976713872,0.01458714661351958
2018-04-09,231.9566192626953,235.36931109609853,231.01457539251095,232.28544231452105,105442900,0.004928353737744251,0.013949072253369077
2018-04-10,235.6448974609375,236.43587394744523,233.71638374369644,234.862816883344,103529000,0.015900724066275185,0.014576316490307575
2018-04-11,234.40951538085938,236.08031844871383,234.0806923110154,234.15177819571196,91140200,-0.005242558160135524,0.01455988487600358
2018-04-12,236.33799743652344,237.28893713950225,235.56481310441114,235.7425684752777,68890500,0.00822697855302823,0.014718807048743619
2018-04-13,235.6448974609375,237.76895844425047,234.63176734663574,237.6534201150596,85079200,-0.0029326641636290285,0.014722351271083366
2018-04-16,237.58226013183594,238.3554717693728,236.46248781856696,237.2889935340357,63405300,0.00822153457076058,0.014874500575568505
2018-04-17,240.12393188476562,240.7282566691249,238.84416932867654,239.3596164396517,64682000,0.010698070434717266,0.014800648218565622
2018-04-18,240.3017578125,241.1104716493528,239.83960462382296,240.56836378930137,57303900,0.0007405589536144674,0.01479656552551584
2018-04-19,238.9686279296875,239.84845460633704,237.92881057592464,239.6440386488183,77655900,-0.005547732546562156,0.01484352012824367
2018-04-20,236.94229125976562,239.11967222013325,236.05356876519244,238.89749159648994,99953100,-0.008479509161838927,0.013813853936642362
2018-04-23,236.90679931640625,238.07991970378174,235.82255661686145,237.52002010427697,65558000,-0.00014979150902383331,0.012817799133336302
2018-04-24,233.7162628173828,238.1598755075795,232.20542365405214,237.93769487306966,112885500,-0.01346747543012572,0.011721003303146071
2018-04-25,234.29400634765625,234.73836776708535,231.82335794049717,233.6541248188116,103840900,0.0024719868583764626,0.011052870029149838
2018-04-26,236.6757354736328,237.51113696515168,234.8805254182752,235.3248867596506,67731900,0.010165557212088672,0.011216652780807806
2018-04-27,236.89793395996094,237.59113661977153,235.95589001513287,237.28897413951213,57053600,0.0009388308686713032,0.010886169251741434
2018-04-30,235.07606506347656,238.0799523207147,235.00495205480453,237.52005264450372,82182300,-0.007690522521789034,0.00977590002102433
2018-05-01,235.49380493164062,235.60044734068316,232.9431474142433,234.50730840465576,74203400,0.0017770412655633283,0.009401536806523336
2018-05-02,233.91183471679688,236.11584974188295,233.52079454363667,235.29824001375923,86368900,-0.006717672319673018,0.009245904973851905
2018-05-03,233.39634704589844,234.0539931534452,230.22360055327914,233.07641989790184,136311500,-0.0022037690889926687,0.00906458288740923
2018-05-04,236.41799926757812,237.10233309395733,232.08992412436334,232.41874717885847,91222100,0.012946441792790697,0.007972196713788527
2018-05-07,237.21783447265625,238.19540757823955,236.49794425676743,237.19117388107964,55304900,0.003383140063599299,0.00794189054393808
2018-05-08,237.21783447265625,237.58218685031707,235.64477820465518,236.84455906892353,67499200,0.0,0.00714348489985291
2018-05-09,239.5108184814453,239.83964161076523,237.3689930652854,237.89333631496717,59666100,0.009666153533044675,0.007304476906856798
2018-05-10,241.75027465820312,242.07912475175513,240.15058507322289,240.25722742933394,72063900,0.00935012535532409,0.007366191083361214
2018-05-11,242.48802185058594,242.7546278424096,241.3593265346416,241.87480094772403,59871500,0.003051691227345499,0.007312607684382765
2018-05-14,242.60354614257812,243.58111947058293,242.05251525518844,242.92347331428894,54790600,0.00047641236507489637,0.007138572111485236
2018-05-15,240.93276977539062,241.38599998562157,239.98182981781076,241.36823529244336,87036100,-0.006886858802161111,0.006971340467194526
2018-05-16,241.9459228515625,242.40807613507093,240.941661596765,240.96834932158728,53942600,0.0042051277504358,0.00702851941612473
2018-05-17,241.741455078125,242.82569778869282,240.9593748119236,241.67923798384473,56536400,-0.0008450969994767688,0.006897768127614298
2018-05-18,241.1371612548828,241.75927810447888,240.78167753582903,241.39489847790625,64368000,-0.002499752568490554,0.0066069855319739615
2018-05-21,242.95018005371094,243.49231513762825,242.23921256710287,242.63025282123863,58025900,0.007518620478872418,0.006763596630828265
2018-05-22,242.2747039794922,243.73222235674393,241.9458808904375,243.4744851565388,52966400,-0.00278030695045961,0.005904606151842144
2018-05-23,242.9412384033203,242.96792612267254,240.8349698211104,240.99496052889378,64694200,0.0027511515353437765,0.005906567244933795
2018-05-24,242.44351196289062,242.81678738462114,240.6483020929667,242.54128555115906,76043800,-0.0020487523802088514,0.005624077216311059
2018-05-25,241.86593627929688,242.49692195588702,241.3593577077366,241.86593627929688,56374800,-0.0023823103324874806,0.0056815401705836086
2018-05-29,239.0841522216797,240.99492757401202,237.96438015031555,240.23061200874662,115908600,-0.011501346987551342,0.0060426490286304285
2018-05-30,242.2747039794922,242.719065369386,240.3284260436909,240.3995119325405,69678400,0.013344890191024472,0.0066571285425384265
2018-05-31,240.79051208496094,242.16802131590256,240.18618720439704,241.8658588756206,93519900,-0.00612607040748625,0.006620178493575301
2018-06-01,243.15452575683594,243.4566882073279,242.02583061818825,242.0969436192824,71258400,0.009817719358646837,0.006811936515700113
